parametro,Fecha,CE,CE b,NO,NO b,SO,SO b,NO2,NO2 b,NTE,NTE b,NE2,NE2 b,SE2,SE2 b,SO2,SO2 b,SE3,SE3 b,SUR,SUR b,NTE2,NTE2 b
WSR  ,7/2/2019 10:00,4.3,,4.2,,3.9,,4.6,,1.4,,,s,6.4,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 11:00,4.9,,4.5,,6.1,,4.1,,2.4,,,s,6.4,,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 12:00,8.1,,10.7,,11,,10.4,,6,,,s,8.3,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 13:00,8.5,,12,,13.2,,17.8,,8.2,,,s,12.8,,6.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 14:00,6.5,,8.1,,8.6,,14.8,,8.3,,,s,12,,4,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 15:00,8.2,,8.5,,7,,7.9,,2.4,,,s,9.7,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 16:00,7.4,,8.1,,8.5,,5.9,,2.2,,,s,9.1,,3.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 17:00,8.9,,13.5,,11.3,,8.9,,9,,,s,9.5,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 18:00,6.9,,11.1,,10.8,,15.4,,9.3,,,s,7.3,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 19:00,7.2,,11,,7.6,,11.5,,6.4,,,s,7.3,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 20:00,8.3,,10,,8.6,,12.1,,5.2,,,s,6.8,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 21:00,7.2,,9.7,,8.9,,9.5,,8.9,,,s,7.7,,5.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 22:00,6.9,,10.3,,7,,10.2,,7.9,,,s,7.7,,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 23:00,4.8,,7,,8.1,,10,,3.5,,,s,7.9,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019,8.4,,11.8,,8.4,,8.9,,8.9,,,s,10,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 1:00,7.8,,11.5,,9,,13.9,,7.3,,,s,10.4,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 2:00,7.4,,10.8,,7.9,,10.9,,5.1,,,s,10,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 3:00,5.6,,5.6,,5.7,,8,,2.6,,,s,7.9,,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 4:00,4.9,,7.7,,3.1,,4.6,,3.4,,,s,6.8,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 5:00,5.3,,5.9,,1.1,,4.4,,1.7,,,s,6,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 6:00,5,,8.6,,4.2,,6.1,,2.1,,,s,5.3,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 7:00,4,,7,,2.7,,5.9,,1.9,,,s,2.3,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 8:00,3.4,,2.6,,1.4,,3.5,,1.3,,,s,1.4,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 9:00,4.9,,2.2,,2.7,,3.7,,1.3,,,s,6.1,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 10:00,5.6,,3.7,,3.5,,4,,1.8,,,s,7.3,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 11:00,5.8,,6.4,,7.1,,7.3,,2.6,,,s,6.5,,3.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 12:00,8.9,,12.6,,12.6,,12.4,,4.5,,,s,9,,6.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 13:00,10.8,,15.5,,15.2,,16.9,,10.8,,,s,11.4,,7.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 14:00,10.9,,15.8,,13.9,,19.2,,12,,,s,9.5,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 15:00,9.4,,15.3,,17.8,,16.3,,12.6,,,s,11.7,,4.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 16:00,10.4,,11.9,,9.2,,14.3,,10.1,,,s,9.2,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 17:00,8.8,,12.7,,12.1,,16.1,,8.5,,,s,13,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 18:00,6.7,,11.4,,8.9,,12.7,,5.2,,,s,11.4,,4.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 19:00,7,,10.2,,8.1,,,x,7.3,,,s,10.3,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 20:00,9,,9.2,,6.5,,,x,4.5,,,s,8.3,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 21:00,9.2,,10.4,,7.2,,,x,9.2,,,s,12,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 22:00,11.8,,13.8,,8.9,,,x,13.3,,,s,13.5,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/3/2019 23:00,7.4,,11.4,,9.2,,,x,11.1,,,s,9.4,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019,5.7,,11.3,,7.3,,,x,5.6,,,s,8,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 1:00,5.7,,10.9,,8.3,,,x,5.3,,,s,8.9,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 2:00,4.1,,10.3,,5.8,,,x,5.4,,,s,9.3,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 3:00,1.8,,10.1,,4.4,,,x,4.4,,,s,10,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 4:00,3.3,,8.2,,2,,,x,3.1,,,s,8.3,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 5:00,2.5,,5.9,,1,,,x,2.3,,,s,6.3,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 6:00,3.9,,4.2,,3.2,,,x,1.4,,,s,5.2,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 7:00,2.4,,1.5,,6.7,,,x,1.3,,,s,5.3,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 8:00,3.8,,2.8,,2.2,,,x,1.4,,,s,6.1,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 9:00,4.1,,4.2,,3.8,,,x,1.3,,,s,5.6,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 10:00,5.8,,5.1,,4,,2.3,,1.6,,,s,5,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 11:00,6.7,,7.6,,7.3,,4.2,,3.2,,,s,5.6,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 12:00,7.9,,12.1,,11.8,,14.1,,7.3,,,s,8.2,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 13:00,8.2,,11.2,,11.6,,16.7,,5.4,,,s,9.6,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 14:00,5.4,,10.9,,11.6,,,x,4.7,,,s,9.3,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 15:00,5.2,,9.2,,6.4,,,x,3.1,,,s,10.2,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 16:00,7.6,,11.8,,8.8,,,x,7.8,,,s,11.2,,3.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 17:00,7.8,,11.3,,8.5,,,x,8.6,,,s,15.5,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 18:00,10.7,,12.8,,10.2,,,x,13.4,,,s,11.1,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 19:00,9.4,,9.4,,9.5,,,x,9.6,,,s,12.9,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 20:00,8.8,,8.7,,8,,,x,6.7,,,s,11.4,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 21:00,5.5,,6.1,,5.7,,,x,3.1,,,s,8.8,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 22:00,4.7,,8.4,,7.5,,,x,2.2,,,s,8.8,,3.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/4/2019 23:00,8.5,,12.6,,8.8,,,x,2.2,,,s,10.5,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019,4.5,,12.6,,9.4,,,x,3.2,,,s,11.1,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 1:00,4.8,,15.1,,8.4,,,x,3.2,,,s,9.4,,3,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 2:00,6.5,,14.6,,4.4,,,x,4.7,,,s,10.7,,3.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 3:00,6.4,,11.7,,4,,,x,5,,,s,11,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 4:00,4.5,,9.4,,3.9,,,x,5.7,,,s,9.5,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 5:00,4.4,,8.2,,2,,,x,4.3,,,s,7.4,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 6:00,4.1,,6.3,,2.7,,,x,3.8,,,s,6.6,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 7:00,4.1,,4.8,,2.1,,,x,1.3,,,s,4.7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 8:00,4.5,,4.2,,3.6,,,x,1.4,,,s,5.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 9:00,4.8,,2.6,,3.6,,,x,1.7,,,s,5.4,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 10:00,5.2,,5.6,,8.5,,7.5,,1.6,,,s,6.3,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 11:00,5.5,,8.5,,9.6,,9.4,,2.6,,,s,8.6,,4.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 12:00,7.4,,10.8,,10.4,,11.5,,4.8,,,s,9.7,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 13:00,8.8,,11.7,,13.1,,13.7,,5.9,,,s,10.6,,7.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 14:00,11,,12.1,,14.8,,16.2,,8.1,,,s,10.9,,7.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 15:00,10.3,,12.4,,14.5,,18,,9.7,,,s,11.5,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 16:00,9.8,,12.4,,12.6,,15.9,,8.5,,,s,12.5,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 17:00,11,,17.1,,14.1,,18.3,,14.2,,,s,12.3,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 18:00,11.3,,17.3,,11.6,,15.5,,13.1,,,s,13.1,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 19:00,11.4,,15.6,,12.6,,15.6,,11.1,,,s,13.3,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 20:00,9.5,,10.5,,10.1,,14.3,,9.7,,,s,10.1,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 21:00,8.4,,10.8,,7.8,,11,,8,,,s,12.5,,3.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 22:00,11.7,,21.8,,11.1,,16,,15.2,,,s,16.7,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/5/2019 23:00,9.6,,20.6,,12.3,,16.7,,13.2,,,s,13.9,,6.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019,7.9,,19.7,,10.5,,15.1,,13.5,,,s,11.8,,6,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 1:00,7.6,,17.2,,10.2,,13.7,,10.2,,,s,11.2,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 2:00,7.1,,14.2,,8.6,,12.7,,8.8,,,s,9.3,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 3:00,6,,11.7,,8.3,,12.2,,5.9,,,s,9.1,,6,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 4:00,6.6,,6.8,,6.8,,9,,6.4,,,s,8,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 5:00,5,,5.1,,5.7,,7.1,,3,,,s,6.3,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 6:00,4.8,,7.5,,5.4,,6.1,,2.6,,,s,6.7,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 7:00,4.1,,5.7,,5.4,,8.3,,2,,,s,5.7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 8:00,4.2,,5,,4.3,,8,,1.4,,,s,5.6,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 9:00,4.2,,3.2,,3.9,,7.7,,2.1,,,s,6.6,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 10:00,5.6,,3.5,,4.9,,9.6,,1.4,,,s,9,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 11:00,6,,7.9,,8,,11.8,,1.9,,,s,12.1,,4,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 12:00,8,,10.4,,9.7,,13.3,,8.9,,,s,13.5,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 13:00,12.1,,15.4,,10.8,,16.3,,15.3,,,s,14.7,,8.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 14:00,12.5,,19.4,,17.5,,19.9,,15.7,,,s,16,,9.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 15:00,12.4,,20,,17.7,,19.5,,16.5,,,s,14.8,,9.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 16:00,12.9,,21.5,,19.9,,21,,16.1,,,s,16.4,,10.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 17:00,14.1,,22.9,,19.4,,21.3,,17,,,s,16.5,,10.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 18:00,14,,22.6,,17.3,,21.7,,17.6,,,s,16.9,,8.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 19:00,12.7,,19.9,,15.5,,18.9,,16.5,,,s,17.3,,7.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 20:00,9.2,,18.7,,14.4,,16.8,,16.7,,,s,17.3,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 21:00,8.2,,24.1,,13.9,,21,,17.4,,,s,16.2,,7,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 22:00,10,,23.5,,15.8,,20.2,,16,,,s,15.2,,8,,ND,ND,ND,ND,ND,ND
WSR  ,7/6/2019 23:00,9.7,,20.9,,16.6,,19.5,,16.7,,,s,14.6,,8.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019,8.9,,19.8,,13.7,,17,,15.1,,,s,12.1,,7.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 1:00,8.4,,16.8,,11,,15.7,,10.9,,,s,11.1,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 2:00,7.7,,14.2,,10.1,,13.5,,8.5,,,s,8.5,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 3:00,8.3,,12,,8.8,,11.9,,9.7,,,s,8.4,,5.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 4:00,7.4,,9.6,,8,,10.4,,4.6,,,s,7.7,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 5:00,5.8,,6,,6.2,,8.6,,5.4,,,s,8.1,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 6:00,5,,6.3,,3.5,,7,,2,,,s,7.7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 7:00,3.9,,5.2,,2.5,,5.2,,1.3,,,s,6.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 8:00,4.1,,2.3,,2.5,,5.5,,1.6,,,s,5.8,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 9:00,4.2,,2.3,,4.5,,3.2,,2.3,,,s,6.5,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 10:00,4.9,,3.6,,5.5,,5.3,,1.6,,,s,4.9,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 11:00,6.5,,7.9,,8.7,,8.1,,3.1,,,s,7.4,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 12:00,7.5,,9.5,,11.4,,13,,6.8,,,s,9.4,,4.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 13:00,9.2,,10.1,,12.3,,15.3,,7.4,,,s,12.2,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 14:00,9.8,,12.1,,13.4,,17.3,,11.4,,,s,13.6,,7.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 15:00,11.3,,14.3,,14.2,,16.9,,13,,,s,14.8,,6.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 16:00,13.2,,15.6,,13.2,,15.1,,13.5,,,s,14.2,,7.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 17:00,13.2,,18.8,,16.2,,16.6,,14.8,,,s,14.4,,8.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 18:00,13.1,,21.1,,15.8,,17.6,,16.2,,,s,15,,8.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 19:00,12.6,,20.9,,15.8,,18,,16.7,,,s,14.8,,7.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 20:00,10.3,,17.3,,13.4,,14.3,,12.1,,,s,12.1,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 21:00,8.6,,13.2,,11.3,,13.2,,11,,,s,12,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 22:00,12.8,,20.7,,10.8,,12.8,,17.2,,,s,16.8,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/7/2019 23:00,11.6,,18.8,,13.9,,17,,12.8,,,s,11.3,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019,9.1,,15.7,,10.5,,15.8,,12.5,,,s,9.6,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 1:00,7.9,,12.5,,7.7,,12.2,,5.2,,,s,8.4,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 2:00,7.8,,9.8,,9.1,,12,,5.8,,,s,6.8,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 3:00,7.3,,5.3,,8.3,,9.5,,5.2,,,s,5.4,,5,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 4:00,5.8,,3.8,,6.5,,5.9,,2.7,,,s,5.4,,3.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 5:00,3.3,,3.4,,1.8,,3.5,,1.4,,,s,5.4,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 6:00,2.5,,1.1,,2.6,,2.7,,1.3,,,s,4.7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 7:00,2.7,,4.6,,3.4,,4.2,,1.3,,,s,5.8,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 8:00,5.7,,6.1,,5,,10.2,,1.4,,,s,7.7,,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 9:00,3.4,,6.3,,5.1,,12.7,,2,,,s,7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 10:00,4.7,,4.6,,7.5,,12.7,,4.2,,,s,7.6,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 11:00,8.1,,12,,10.5,,13.7,,3.2,,,s,6.6,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 12:00,9.7,,11.1,,9.3,,13.5,,4.2,,,s,5.6,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 13:00,7.8,,9.3,,8.5,,10.1,,3.8,,,s,6.9,,5,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 14:00,7.2,,9.5,,11.6,,7.4,,4.1,,,s,7.4,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 15:00,9,,10.9,,11.2,,10.1,,5.3,,,s,12.1,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 16:00,14.3,,17.1,,13.7,,14.9,,12.1,,,s,12.3,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 17:00,12.6,,18.7,,13.8,,16.2,,13.4,,,s,14.2,,7.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 18:00,9,,12.2,,10.4,,7.3,,6,,,s,11.6,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 19:00,5.7,,8,,6.6,,3.4,,3.6,,,s,7.3,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 20:00,6.3,,5.6,,9.1,,3,,1.3,,,s,4.2,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 21:00,4.8,,5.5,,7.8,,2.3,,1.3,,,s,13.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 22:00,10.6,,16.4,,9.4,,6.7,,9.1,,,s,14.4,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/8/2019 23:00,9.8,,15.1,,9.7,,14.1,,10.9,,,s,11.1,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019,7.9,,12,,10.7,,12.3,,8.3,,,s,8.8,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 1:00,7.3,,8.2,,11.1,,9.5,,7.2,,,s,10,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 2:00,6.5,,5.2,,8.6,,8.4,,4.8,,,s,8.1,,5,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 3:00,5.8,,6.4,,5.3,,6,,2.2,,,s,6.9,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 4:00,3.3,,6.1,,2.7,,3.8,,1.3,,,s,3.8,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 5:00,3.3,,2,,2.9,,3.4,,1.3,,,s,5,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 6:00,2.3,,3.6,,1.4,,1.6,,1.3,,,s,4.2,,0.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 7:00,3.1,,4.5,,3.2,,2.5,,1.4,,,s,3.8,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 8:00,3.3,,3.8,,5.4,,1.9,,1.3,,,s,5.1,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 9:00,4.6,,2.9,,2.5,,2.5,,1.3,,,s,4.6,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 10:00,4,,4.1,,3.3,,2.8,,1.7,,,s,6,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 11:00,5.2,,3.5,,5.2,,4,,2,,,s,6.2,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 12:00,5.9,,3.5,,7.1,,5.1,,2.3,,,s,5.9,,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 13:00,7.8,,9.9,,11.3,,8.9,,4.8,,,s,7.1,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 14:00,9.3,,10.6,,14.3,,15.6,,5.1,,,s,10.2,,6,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 15:00,10.9,,12.3,,15.6,,16.8,,8,,,s,12.7,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 16:00,13.7,,15.9,,14.5,,16.3,,11.5,,,s,12.6,,8.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 17:00,14.9,,17.1,,15.2,,18.1,,13.3,,,s,13.6,,7.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 18:00,12,,16.7,,16.5,,18.8,,14.4,,,s,15.1,,7.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 19:00,11.3,,20.9,,15.7,,18.3,,17,,,s,14.4,,7.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 20:00,12.4,,20.7,,12.1,,16.3,,14.6,,,s,12.4,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 21:00,11.1,,21.9,,12.5,,14.6,,14.1,,,s,16.3,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 22:00,12.8,,20.9,,14.4,,20.4,,17.4,,,s,13.2,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/9/2019 23:00,12.4,,20.2,,13.5,,17.4,,15.8,,,s,11.1,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019,8.7,,14.6,,10.8,,13.5,,11.2,,,s,9.1,,3.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 1:00,7.9,,12.1,,9.6,,8.9,,6.8,,,s,8.2,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 2:00,7,,7.1,,6.9,,9,,1.9,,,s,6.9,,5,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 3:00,5.7,,4.1,,4.5,,5.8,,1.3,,,s,6.1,,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 4:00,3.7,,3.6,,3,,5,,1.4,,,s,5.3,,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 5:00,3.3,,1.9,,2.3,,4.9,,1.3,,,s,5.7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 6:00,3.4,,4.3,,1.2,,3.2,,1.3,,,s,5.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 7:00,3,,6.3,,4.7,,2.5,,1.3,,,s,5.6,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 8:00,3.5,,4,,4.3,,2,,,s,,s,6.3,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 9:00,4.6,,4.5,,3,,7.7,,,s,,s,8.3,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 10:00,5,,5.2,,3.7,,9.6,,1.4,,,s,7.7,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 11:00,4.7,,4.9,,5.7,,7.4,,2.9,,,s,7,,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/10/2019 12:00,6.8,,4.6,,9.5,,6.8,,2.2,,,s,6.3,,5.1,,ND,ND,ND,ND,ND,ND
