parametro,Fecha,CE,CE b,NO,NO b,SO,SO b,NO2,NO2 b,NTE,NTE b,NE2,NE2 b,SE2,SE2 b,SO2,SO2 b,SE3,SE3 b,SUR,SUR b,NTE2,NTE2 b
WSR  ,12/24/2017 9:00,1,,,l,2.8,,4.9,,1.5,,1.4,,1.5,,,s,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 10:00,2.4,,,l,3.6,,3.8,,1.3,,1.4,,1.4,,0.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 11:00,2.8,,,l,7.7,,5.7,,1.3,,4.6,,2.1,,3,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 12:00,2.4,,0.3,,5.9,,6.2,,1.3,,4.7,,2.3,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 13:00,4.5,,0.8,,6.7,,7.9,,,s,4.4,,2.4,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 14:00,5.5,,2,,8.6,,8.4,,2.7,,5.5,,2.8,,5.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 15:00,7.7,,9.3,,10.9,,11.5,,7,,6.8,,6.3,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 16:00,7.7,,9,,12.7,,14.9,,3.9,,8,,9.3,,7.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 17:00,8.8,,8.8,,16.1,,14.8,,4.5,,9.1,,11.3,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 18:00,9.2,,9.3,,14.6,,14.6,,3.8,,10.4,,8,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 19:00,6,,8,,11.4,,10.7,,1.5,,8.5,,3.5,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 20:00,5.5,,10.8,,10,,8.1,,1.3,,6.4,,2.1,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 21:00,8.1,,10.5,,13.3,,10.2,,1.3,,2.3,,2.5,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 22:00,5.4,,1.6,,12.2,,8.7,,1.3,,1.4,,5.2,,5.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/24/2017 23:00,5.6,,8.6,,10.2,,11.7,,1.4,,4.6,,8.3,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017,4.6,,8.3,,12.4,,11.4,,1.3,,1.8,,4.1,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 1:00,4.6,,8.7,,12.7,,10.1,,1.4,,2.4,,1.4,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 2:00,6.7,,11.1,,11.1,,9.1,,3.4,,8.8,,1.9,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 3:00,5.5,,7.5,,9.5,,8.6,,2.2,,7,,2.1,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 4:00,6.6,,5.4,,8.3,,6.4,,1.9,,5.5,,8.7,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 5:00,6.1,,7.8,,13.8,,8.5,,4.9,,5.2,,3.7,,7.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 6:00,5.6,,6.6,,11.6,,8,,2.7,,5.5,,3.9,,6.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 7:00,6.1,,3.6,,8.4,,6.8,,2.9,,6.6,,8.3,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 8:00,5.9,,4.2,,7.3,,4.8,,1.7,,1.5,,8.5,,4,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 9:00,5.1,,3.3,,6.7,,6.2,,1.3,,3.9,,5.9,,4.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 10:00,3.6,,,l,4.2,,6.3,,1.3,,1.4,,7,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 11:00,3.4,,0.1,,3,,3.8,,2.1,,3.5,,7.3,,3,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 12:00,4.5,,2.7,,4.8,,4.4,,3.6,,3.5,,5.7,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 13:00,5.4,,5.2,,5.8,,6.9,,5.8,,6.2,,3.3,,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 14:00,5.5,,7.9,,7.7,,11,,6.5,,6.5,,4.1,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 15:00,4.8,,8.6,,8.8,,12.8,,5.1,,7.9,,7.1,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 16:00,5.9,,8.7,,8.9,,12.6,,4.5,,8.2,,7.4,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 17:00,6.3,,5.8,,7.8,,11.8,,3.8,,6.8,,8.3,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 18:00,6.9,,5.3,,6.4,,10.7,,6,,7.8,,2.9,,4.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 19:00,5.1,,8.1,,6.6,,6.8,,5.8,,5.9,,1.4,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 20:00,4.7,,7.9,,4.9,,4.7,,3.3,,7.5,,1.4,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 21:00,2.9,,8.5,,4.7,,4.2,,4.7,,7,,1.5,,3.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 22:00,2.7,,5.4,,4.4,,3.9,,3.4,,3.6,,4.7,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/25/2017 23:00,1.7,,0.5,,1.6,,1.5,,1.5,,1.4,,1.6,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017,2,,,l,2.5,,1.6,,1.3,,1.4,,1.4,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 1:00,1.2,,,l,2.8,,3.2,,1.3,,1.4,,1.4,,0.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 2:00,1,,,l,1.7,,3.6,,1.3,,,s,1.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 3:00,1.9,,2.9,,0.9,,3.8,,1.4,,,s,,s,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 4:00,1.4,,3.4,,1.5,,1.5,,1.3,,,s,,s,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 5:00,1,,1.4,,1,,2.1,,1.3,,3.7,,1.8,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 6:00,0.9,,1,,1,,1.8,,1.3,,3,,1.5,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 7:00,2.1,,2.9,,1,,1.5,,,s,2.7,,4.5,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 8:00,1.6,,4,,2.1,,2.4,,,s,1.9,,6.7,,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 9:00,1.8,,2.2,,1.5,,1.6,,,s,2.5,,5.5,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 10:00,3.3,,,l,2.9,,2.8,,,s,1.4,,4.2,,2,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 11:00,4.2,,0.9,,3.9,,5.3,,,s,1.4,,5.3,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 12:00,4,,0.7,,4.7,,5.6,,,s,1.4,,4.1,,2.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 13:00,4.2,,1.5,,4.3,,4.3,,1.4,,1.8,,5.2,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 14:00,5.8,,4.6,,6.5,,7.8,,1.4,,1.4,,3.8,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 15:00,4.3,,3.9,,5.7,,8.7,,1.5,,1.4,,3.6,,3.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 16:00,5.8,,6.3,,6.9,,9.8,,3.1,,1.8,,5.7,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 17:00,6.9,,9.2,,9.1,,10.6,,4.6,,5.4,,5.8,,5,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 18:00,6.2,,7.9,,8.1,,9.2,,4.3,,3.5,,1.9,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 19:00,4.6,,9.1,,7,,8.4,,2.5,,1.4,,1.4,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 20:00,4.1,,4.7,,5.1,,7.8,,1.3,,1.4,,1.4,,4.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 21:00,2.9,,0.4,,4.6,,6.4,,1.3,,1.4,,1.4,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 22:00,3.6,,,l,3.1,,1.8,,1.3,,,s,,s,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/26/2017 23:00,3.9,,,l,4.3,,2.3,,,s,,s,,s,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017,2,,3,,4.6,,4,,,s,4.7,,,s,3.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 1:00,4.4,,2.6,,2.2,,3.5,,,s,8.7,,,s,1.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 2:00,3.7,,,l,5.3,,2.9,,,s,6.1,,,s,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 3:00,5.2,,1.4,,6,,4.9,,,s,1.7,,,s,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 4:00,5.7,,0.9,,5.6,,5.2,,,s,7.4,,2.2,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 5:00,5,,0.6,,5.6,,8.2,,,s,9.6,,5.8,,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 6:00,4.8,,3,,5.3,,7.4,,,s,8,,7.5,,4,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 7:00,6,,4.1,,5.8,,7.6,,,s,7.1,,6.4,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 8:00,5.6,,5.2,,6.2,,6.3,,1.6,,8.4,,7,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 9:00,7.1,,6,,7.9,,5.9,,1.3,,11.6,,7.2,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 10:00,8.6,,6,,11.6,,4.5,,1.3,,12.4,,9.2,,6.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 11:00,9.1,,4.2,,10.7,,6.3,,3.2,,13.4,,10.5,,7.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 12:00,7.3,,4.1,,10.7,,9.3,,1.8,,11,,10.4,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 13:00,6.2,,4.5,,12.4,,10,,1.3,,10.8,,9.7,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 14:00,5.4,,3.5,,12.8,,8.6,,1.4,,11.6,,10.1,,6.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 15:00,7,,4.5,,9.9,,10,,1.3,,12.9,,10.5,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 16:00,7.1,,6,,9.1,,10.8,,1.3,,12.9,,11.1,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 17:00,6.1,,6.1,,8.7,,10.7,,1.3,,10.5,,9.7,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 18:00,6,,4.5,,11.5,,12.6,,1.4,,10.6,,7.8,,6.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 19:00,6,,5.7,,7.7,,11.4,,1.3,,10.5,,8.2,,6.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 20:00,6.5,,3.6,,9.2,,9.6,,1.3,,9.8,,8,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 21:00,6.2,,3.9,,9.3,,10.5,,1.3,,9,,6.1,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 22:00,5,,2.3,,8.1,,9.7,,,s,7.4,,3.6,,6.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/27/2017 23:00,4.6,,1.9,,9.7,,7.7,,,s,8.1,,2.8,,5.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017,3.4,,3.9,,6.7,,5.7,,,s,5.7,,5.3,,3.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 1:00,3.8,,4,,5.4,,5,,,s,4.9,,8.3,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 2:00,3.3,,2.8,,5.5,,4.8,,,s,3.3,,8.9,,3.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 3:00,4.1,,1.3,,5.4,,5.4,,,s,6.3,,7.4,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 4:00,4,,3.3,,5.4,,6.6,,,s,6,,4.8,,3.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 5:00,3.8,,4.1,,4.6,,6.1,,,s,5.1,,4.3,,2.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 6:00,3,,3.7,,3.9,,5,,,s,5.1,,2.9,,2.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 7:00,2.6,,3.2,,3.6,,4.2,,,s,4.8,,1.5,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 8:00,3.8,,3.8,,4.3,,4.4,,,s,5,,2.3,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 9:00,3.2,,2.4,,3.4,,5.5,,,s,3.1,,1.6,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 10:00,3.7,,2.3,,2.4,,3.3,,,s,3.2,,1.4,,2.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 11:00,4.8,,1.1,,3.9,,3.4,,,s,3.7,,1.4,,2.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 12:00,4.1,,3.6,,3.9,,3.5,,,s,3.7,,1.9,,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 13:00,3.2,,2.5,,3.7,,5.3,,,s,3.7,,1.5,,3,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 14:00,3,,3,,5.4,,6.3,,,s,4,,1.4,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 15:00,4.1,,2.5,,4.8,,6.2,,,s,4.2,,2,,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 16:00,4.4,,5.7,,6.7,,8.3,,1.4,,5.5,,4.9,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 17:00,4.7,,5.8,,8,,9.8,,1.3,,5.8,,5.8,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 18:00,4.4,,6.6,,5.9,,8.6,,2.5,,7.3,,6.3,,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 19:00,3.5,,6.3,,5.7,,7.4,,1.9,,7.2,,6.8,,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 20:00,3.3,,5.5,,3.2,,7.3,,3.8,,6.1,,5.9,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 21:00,2.7,,4.7,,3.1,,6.3,,2.4,,5.9,,3.9,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 22:00,1.9,,4.6,,2.6,,5.4,,2.7,,5.6,,3,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/28/2017 23:00,2.9,,4.6,,3.4,,6.3,,4.7,,5.4,,4.5,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017,3,,4.1,,2.9,,4.9,,3.9,,5.1,,3.4,,2,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 1:00,2.1,,4.7,,3.9,,5.1,,3.8,,4.9,,1.6,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 2:00,1.5,,2.1,,2.7,,3.9,,2.2,,1.8,,1.4,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 3:00,2.4,,3.2,,2.3,,3.6,,1.3,,1.4,,1.5,,2,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 4:00,1.2,,2.6,,2,,2.8,,1.3,,1.4,,1.4,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 5:00,1,,3.5,,4,,5,,1.3,,1.4,,1.4,,,n,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 6:00,2.7,,2.2,,2.7,,3.9,,,s,,s,1.4,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 7:00,1.6,,2.7,,3.8,,3,,,s,,s,,s,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 8:00,0.9,,1.6,,2.8,,4.7,,,s,,s,,s,1.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 9:00,0.9,,0.5,,1.2,,2.6,,,s,,s,,s,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 10:00,1,,2.1,,1.5,,1.8,,,s,3.2,,,s,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 11:00,1.9,,3.6,,3.4,,3.2,,,s,3.4,,,s,3,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 12:00,1.6,,2.4,,4.7,,4.3,,1.7,,4,,,s,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 13:00,2.5,,2.2,,2.8,,4.2,,1.9,,3,,,s,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 14:00,3,,1.8,,2.7,,2.9,,1.7,,4.3,,,s,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 15:00,2.7,,2.7,,4,,4.2,,1.7,,3.5,,1.7,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 16:00,2.7,,4.6,,4.7,,5,,3,,5.6,,4.7,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 17:00,3.4,,5.2,,4.5,,6,,2.2,,6.6,,6.7,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 18:00,3.6,,4,,5.1,,5.1,,4.5,,6.5,,6.9,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 19:00,2.9,,4.7,,3.1,,2.7,,4,,7.1,,6.1,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 20:00,1.2,,4.6,,2.7,,1.7,,2.2,,7.6,,4.8,,2.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 21:00,0.9,,4,,2.2,,1.9,,1.3,,6.8,,4.4,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 22:00,0.9,,1.8,,0.9,,2.3,,1.3,,1.6,,2.7,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/29/2017 23:00,0.9,,1.1,,0.9,,1.6,,1.3,,1.4,,3,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017,1.4,,2.7,,1.6,,1.8,,,s,1.4,,2.5,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 1:00,1.2,,2,,1.5,,2.8,,,s,1.4,,1.6,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 2:00,1.3,,2.1,,1.6,,3.4,,,s,,s,2.2,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 3:00,1.8,,3.1,,3.1,,2.3,,,s,3.1,,1.6,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 4:00,1.8,,1,,2.9,,1.9,,,s,1.6,,1.8,,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 5:00,1.3,,2.3,,2.6,,1.9,,3.7,,2.5,,2,,1,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 6:00,1,,4.5,,3.1,,3.2,,2.2,,4.3,,1.8,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 7:00,0.9,,2.8,,2.2,,2.8,,1.3,,5.1,,1.9,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 8:00,1,,2.6,,5.1,,4.1,,1.3,,5.7,,1.7,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 9:00,1.2,,6.4,,4.1,,2.4,,1.3,,4.5,,2.8,,2,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 10:00,1.7,,3,,3.2,,2.3,,,s,2.9,,2.7,,2,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 11:00,2.8,,2.1,,4.5,,2.7,,1.5,,1.9,,5,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 12:00,4.2,,1.9,,4,,3.2,,1.3,,3.3,,5.7,,3.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 13:00,3.8,,4.2,,5.7,,4.1,,1.3,,5.8,,6.9,,3.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 14:00,4.9,,4.5,,6.8,,7.5,,1.6,,7.8,,5.9,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 15:00,5.8,,6.5,,7.3,,11.2,,2.9,,8.8,,8.3,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 16:00,6.1,,9,,8.3,,11.1,,6.4,,9.2,,11.2,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 17:00,7.8,,11.5,,9.4,,11.8,,9.3,,9,,10.9,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 18:00,6.6,,13.5,,8.1,,9.4,,8.3,,8.8,,9.4,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 19:00,5.1,,11.3,,8.5,,9.1,,7.4,,7,,7.2,,5.8,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 20:00,4.5,,8.8,,5.8,,7.8,,2.8,,7.9,,6.6,,4.4,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 21:00,3.4,,7.8,,4.2,,4.2,,3.6,,6.4,,5.4,,4,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 22:00,1.9,,6.6,,3.8,,4,,2.8,,4.3,,6.5,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/30/2017 23:00,2.1,,5.6,,2.5,,3,,1.8,,2.9,,6.5,,,n,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017,2.2,,2.5,,2.2,,2.7,,4.2,,4.2,,6.2,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 1:00,2.2,,0.9,,0.9,,3,,3.1,,5.3,,6.5,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 2:00,1.3,,2.4,,0.9,,2.5,,1.3,,7.5,,5.1,,0.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 3:00,2,,2.5,,1.7,,2.2,,1.3,,7.8,,4.3,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 4:00,1.6,,3.2,,2,,2.5,,1.3,,5.5,,3.8,,0.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 5:00,2.9,,1.1,,2.1,,2,,,s,1.4,,6,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 6:00,3.1,,2.6,,3.6,,3.5,,,s,1.4,,5.7,,2,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 7:00,1.9,,2.3,,2.5,,3.1,,,s,1.4,,2.3,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 8:00,2.6,,4.5,,1.5,,1.7,,,s,,s,2,,1.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 9:00,4.1,,3.7,,2,,2.8,,,s,,s,1.6,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 10:00,3.6,,3.1,,2.8,,4.1,,,s,,s,1.5,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 11:00,2.9,,2.4,,2.9,,2.6,,,s,,s,3.4,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 12:00,3.1,,4.1,,4.2,,4.1,,,s,,s,5.2,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 13:00,4.6,,2.9,,5.5,,5.5,,,s,2.3,,5.8,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 14:00,4,,1.8,,5.4,,6.6,,1.5,,4.3,,6,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 15:00,5.5,,3.7,,7.8,,9.3,,2.2,,5.3,,6.8,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 16:00,6.3,,7,,10.9,,11.3,,5.5,,2.5,,7,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 17:00,6.1,,5,,12.6,,11.9,,6.1,,5.5,,7.2,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 18:00,8.3,,16.2,,12.8,,13.4,,5.9,,6.5,,6.8,,7.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 19:00,7,,25,,17.6,,16.1,,4.4,,6.4,,7.1,,9.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 20:00,7.5,,8.1,,14.9,,12.5,,3.6,,12.2,,5.7,,8.5,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 21:00,9.3,,14.4,,16.8,,11.3,,2.3,,12.4,,7.8,,9.7,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 22:00,7.1,,7.9,,20.9,,11.9,,6.5,,5.2,,7.4,,10,,ND,ND,ND,ND,ND,ND
WSR  ,12/31/2017 23:00,5.6,,5.9,,19,,11.1,,6.3,,10.9,,5.2,,9.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018,,n,,n,,n,,x,,n,,n,,n,,n,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 1:00,7.5,,12.9,,16.4,,11.7,,7.2,,12.1,,5.5,,8.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 2:00,9.6,,16.5,,16.6,,10.5,,6.7,,12.1,,5.2,,8.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 3:00,8.2,,10.6,,15.9,,11.7,,4.6,,11.6,,6.6,,8.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 4:00,9.6,,4.6,,16.3,,13.3,,7.2,,13.9,,8,,7.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 5:00,8.8,,11.4,,16.1,,12.8,,7.7,,17.3,,10.6,,7.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 6:00,10,,16,,15.2,,12.5,,5.6,,18.7,,12.6,,8.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 7:00,7,,12.1,,12.2,,14,,5.1,,17,,13,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 8:00,6.7,,9.6,,12.5,,13,,2.4,,15.4,,12.9,,7.1,,ND,ND,ND,ND,ND,ND
